ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,OrderIndex,Flags,AreaID
322,Pandaria,"Shrouded in mists since the world was sundered ten thousand years ago, the ancient realm of Pandaria has remained unspoiled by war. Its lush forests and cloud-ringed mountains are home to a complex ecosystem of indigenous races and exotic creatures. It is the homeland of the enigmatic pandaren, a race that celebrates life to the fullest even while under siege by an ancient menace.",996,652217,652218,1062579,652219,1,2,0
324,Siege of Niuzao Temple,"Niuzao Temple extends across two fortified islands far beyond a towering wall called the Serpent's Spine. For years, tenacious pandaren defenders have protected the narrow bridges connecting the isles, staving off any would-be invaders. Yet recently, the mantid created their own bridge--a massive tree root--and seized one of the islands by surprise. Now, these brutal insectoids are poised to assault Niuzao's remaining guardians.",1011,643260,643263,643269,643266,0,0,0
330,Heart of Fear,"The Sha of Fear has corrupted the grand empress of the mantid. Her increasingly erratic and paranoid commands have driven the Klaxxi--the keepers of mantid culture--to take aggressive action. Because they are few in number, the Klaxxi are reluctantly willing to accept outside help in destroying the empress and purging their race of the sha's negative influence.",1009,632264,632271,632358,632278,3,0,0
362,Throne of Thunder,"When Pandaria separated from Kalimdor many thousands of years ago, a veil of mist kept outsiders from discovering the newly-formed continent. The mists also hid a reminder of an ancient evil: Lei Shen's Throne of Thunder. During his rule, this fortress was the seat of the Thunder King's power. Even after his death, great swathes of corrupted energy lingered, and now, the resurrected Thunder King and the Zandalari trolls intend to harness that energy to establish the reign of Lei Shen once again.",1098,828450,828453,838785,828454,5,0,0
369,Siege of Orgrimmar,The tensions stoked by Garrosh Hellscream's arrogance have reached a boiling point with the destruction unleashed upon the Vale of Eternal Blossoms. Leaders of the Alliance and Horde lay siege to Hellscream's capital in order to topple the ruthless Warchief once and for all!,1136,904980,904981,904241,904982,6,0,0
385,Bloodmaul Slag Mines,"On the northern outskirts of Frostfire Ridge, the Bloodmaul ogres run a brutal mining operation amidst the sweltering heat of active volcanic caverns. Slaves from across Draenor are transported to the mines, never to leave alive. The Slag Mines produce abundant yields of gemstones and ore, but it is rumored that the true purpose of these mines is to dig for an ancient relic of immense power.",1175,1041968,1041994,1042059,1041984,0,1,0
457,Blackrock Foundry,"This foundry was the ancestral home of the Blackrock orcs, wherein master smiths smelted and worked the impossibly hard ore that is the clan's namesake. Now, massive giants captured and broken by the Thunderlord heat the great forges, flamebenders of the Burning Blade imbue the ore with an inner fire, and engineers shape the slag according to otherworldly schematics. Warlord Blackhand's foundry is the center of the Iron Horde's military might, churning out the weaponry that will be used to raze Azeroth.",1205,1041967,1041993,1042058,1041983,3,0,0
476,Skyreach,"Atop the crowning pinnacle of the Spires of Arak, amidst the clouds, Skyreach stands as the seat of power of the Adherents of Rukhmar. The arakkoa have gathered and harnessed the Apexis technology of their forebears, and now they are ready to unleash the focused power of the sun upon their enemies.",1209,1041973,1041999,1042064,1041989,0,1,0
477,Highmaul,"Highmaul is the seat of power for the Gorian Empire, the ogre civilization that ruled Draenor for generations, until the arrival of the draenei. A massive city that belies the ogre reputation for brutish stupidity, Highmaul is full of bustling markets, wealthy nobles, and the roar of the Coliseum crowd echoing through the streets of the slums. Visible from everywhere within the city's walls, Imperator Mar'gok's citadel casts a long shadow, a reminder of his watchful eye and iron grip.",1228,1041971,1041997,1042062,1041987,2,0,0
536,Grimrail Depot,"The Grimrail Depot is a vital hub in the Iron Horde war machine, allowing for the transport of troops and materiel produced in the Blackrock Foundry to the front lines of the war being waged across Draenor. The Depot's namesake is the Grimrail itself, a massive train that can bear entire battalions of troops and artillery. On this day, the Grimrail has been fitted with a massive railgun powerful enough to shatter the shield protecting Shattrath, and is about to depart....",1208,1041970,1041996,1042061,1041986,0,1,0
537,Shadowmoon Burial Grounds,"The traditional burial grounds of the Shadowmoon clan are the final resting place for countless generations of ancestors. The fallen chieftain Ner'zhul, in the depths of his depravity, has sacrificed the very soul of his clan in a desperate quest for power. Now the ancestral spirits are restless, tormented and used to fuel dark rituals that will pull all of Draenor into the void if allowed to run their course.",1176,1041972,1041998,1042063,1041988,0,1,0
547,Auchindoun,"Auchindoun is the holy mausoleum of the draenei, a sanctum of the Light in which the spirits of the dead find respite. The crystalline structure also serves to protect and shield draenei souls from their eternal enemies: the Burning Legion, who hunger eternally for draenei spirits. This fact makes it a location of particular interest to Gul'dan and his Shadow Council, who seek to gain favor with their demonic masters.",1182,1041966,1041992,1042057,1041982,0,1,0
556,The Everbloom,"After the disruption of the Dark Portal, the Kirin Tor realized that to fight the Iron Horde on their own soil, they would need a supply line for reinforcements. Thus, they created outposts across Draenor with magical links back to Azeroth. Unfortunately, what seemed like a prime strategic location near the Blackrock Foundry was known to the botani as The Everbloom, a sacred place within the Gorgrond woodlands. The outpost was quickly overgrown, but it still contains a link to the outskirts of Stormwind....",1279,1060543,1060547,1060551,1060545,0,1,0
557,Draenor,"Draenor is a savage land, birthplace of the orcish race yet named by draenei refugees hundreds of years ago. For generations, orcs, draenei, and the Gorian ogre imperium all coexisted, though not without strife and territorial skirmishes. Ancient and primal forces of creation and destruction clashed, maintaining equilibrium through violence. This is the world on which Garrosh awoke after his escape. And now, thanks to the Iron Horde and the dark hand of Gul'dan, the fate of two worlds hangs in the balance.",1228,1041969,1041995,1042060,1041985,1,0,0
558,Iron Docks,"On the northern coast of Gorgrond, the Iron Docks represent the heart of the Iron Horde's naval might. Huge warships and artillery, forged and assembled within the Blackrock Foundry, are readied for war within this massive port. The greatest beasts of Draenor are broken and trained alongside elite infantry units, comprising the ground troops that will surge ashore to break the will of any who would dare oppose the Iron Horde.",1195,1060544,1060548,1060552,1060546,0,0,0
559,Upper Blackrock Spire,"The history of this imposing fortress is long and complex. Carved into the fiery core of Blackrock Mountain by the Dark Iron clan centuries ago, and eventually taken by the black dragon Nefarian and his brood, the upper reaches of Blackrock Spire are now home to the Ironmarch vanguard. As preparations to use the Spire as the staging ground for a full-scale invasion of Azeroth continue, the Iron Horde has set up a terrifying contingency plan: a doomsday weapon within the heart of Blackrock Mountain.",1358,1041974,1042000,1042065,1041990,0,0,0
669,Hellfire Citadel,"When Garrosh encouraged Grommash to begin construction of this massive stronghold at the heart of Tanaan Jungle, to serve as a staging ground for the assault of Azeroth, he even suggested the name Hellfire, pulled from a different time and a different land. He dreamed of seeing mighty orcish iron towering over an unblighted landscape, so very different from the wasteland he had known in Outland. But even as times change, so too do they stay the same.",1448,1135117,1135118,136340,1135119,4,0,0
707,Vault of the Wardens,"This secret Warden facility was carved into the mountainside deep in Azsuna, and sealed with magical wards both to keep intruders out, and to ensure that the terrors locked within could never escape. Many of the most dangerous foes the Wardens have encountered were locked away within the Vault, but in the aftermath of Cordana's betrayal and the Legion's attack, those creatures now roam the halls freely.",1493,1411846,1411858,1411870,1411852,0,1,0
716,Eye of Azshara,"Amidst outlying shoals off the coast of Azsuna, an ancient source of power lies beneath the waves. Long ago, the power of Queen Azshara extended throughout these lands, and the naga seeking the Tidestone of Golganneth still act at her behest. As clouds roll in and the air crackles with the energy of an approaching storm, Azshara's followers prepare to summon an incarnation of her Wrath to lay waste to the land.",1456,1498149,1498157,1498161,1498153,0,1,0
721,Halls of Valor,"In the clouds high above Stormheim, the titanic keeper Odyn has called the greatest vrykul warriors of Azeroth to be his Valarjar. Amidst feasting halls and hunting grounds, these ascended vrykul test themselves and prepare for the great war that is to come. Adventurers must pass through these halls and prove their worth if they hope to stand before Odyn and claim the Aegis of Aggramar.",1477,1498150,1498158,1498162,1498154,0,0,0
726,The Arcway,"As vast as the city of Suramar is, the vast network of tunnels beneath the city spans an even greater reach. Nightborne society has grown to depend on the power of the Nightwell, and the Arcway delivers that lifeblood throughout the city. This labyrinthine complex was built thousands of years ago, running beneath the foundations of the city's largest buildings, and most modern citizens live their lives entirely unaware of what may lurk in the shadows beneath their feet....",1516,1411845,1411857,1411869,1411851,0,0,0
727,Maw of Souls,"While the greatest vrykul warriors are spirited away to the Halls of Valor to glory eternal, shiny and gold, the cursed and the damned find themselves on the shores of the Maw of Souls. Amidst fog and mist, they await the Naglfar, a fearsome ship formed from sinew and bone, which comes to deliver these poor souls to Helheim, and the clutches of Helya.",1492,1411844,1411856,1411868,1411850,0,0,0
740,Black Rook Hold,"Carved from the greatest mountain of Val'sharah by ancient elven masons, Black Rook Hold stood as a bulwark against the Burning Legion during the War of the Ancients. The nigh-impregnable fortress is also the ancestral home of Lord Kur'talos Ravencrest, one-time mentor of Illidan himself. But since the latest Legion attack, a strange dark energy emanates from the Hold, and restless dead plague the surrounding lands.",1501,1411841,1411853,1411865,1411847,0,1,0
741,Molten Core,,409,1396460,1396586,136346,1396505,0,0,0
742,Blackwing Lair,,469,1396454,1396580,136329,1396499,1,0,0
743,Ruins of Ahn'Qiraj,,509,1396465,1396591,136320,1396510,2,0,0
744,Temple of Ahn'Qiraj,,531,1396467,1396593,136321,1396512,3,0,0
745,Karazhan,,532,1396458,1396584,136343,1396503,0,0,0
746,Gruul's Lair,,565,1396456,1396582,136337,1396501,1,0,0
747,Magtheridon's Lair,,544,1396459,1396585,136340,1396504,2,0,0
748,Serpentshrine Cavern,,548,608160,608199,136356,608238,3,0,0
749,The Eye,,550,608179,608218,136362,608257,4,0,0
750,The Battle for Mount Hyjal,,534,608159,608198,136330,608237,5,0,0
751,Black Temple,,564,1396453,1396579,136328,1396498,6,0,0
752,Sunwell Plateau,,580,1396466,1396592,136361,1396511,7,0,0
753,Vault of Archavon,,624,1396470,1396596,303841,1396515,0,0,0
754,Naxxramas,,533,1396461,1396587,136347,1396506,1,0,0
755,The Obsidian Sanctum,,615,1396462,1396588,237594,1396507,2,0,0
756,The Eye of Eternity,,616,1396455,1396581,237600,1396500,3,0,0
757,Trial of the Crusader,,649,1396468,1396594,311221,1396513,5,0,0
758,Icecrown Citadel,,631,1396457,1396583,336390,1396502,7,0,0
759,Ulduar,,603,1396469,1396595,304502,1396514,4,0,0
760,Onyxia's Lair,,249,1396463,1396589,329121,1396508,6,0,0
761,The Ruby Sanctum,,724,1396464,1396590,366689,1396509,8,0,0
762,Darkheart Thicket,"In the shadow of Shaladrassil, the Nightmare permeates every inch of the once-lush forest. Where the eldest and greatest druids once tended to the woods, meditating beneath the great world tree, corruption and madness now reign. Deep within the tangled thicket, the Nightmare Lord Xavius works to break the will of his greatest prize.",1466,1411843,1411855,1411867,1411849,0,1,0
767,Neltharion's Lair,"The Earth Warder Neltharion, later known as Deathwing, once called this cavern home. Since his fall, the drogbar that once worshipped the great dragon built their capital within this ancient lair. Now, Dargrul, chieftain of the drogbar, rallies a massive army within these depths. Bolstered by the Hammer of Khaz'goroth, this army will surge from the mountainside if left unchecked, devastating Highmountain and threatening the security of all Azeroth.",1458,1450570,1450574,1450576,1450572,0,1,0
768,The Emerald Nightmare,"The Emerald Dream was created by the titans as a blueprint for Azeroth itself - a verdant and perfect mirror that reflects the state of nature had it remained unspoiled by so-called civilization. For many years, the druids and keepers who are closest to nature have noticed signs of an unsettling presence stirring within the Dream. Spurred on by the Legion and Nightmare Lord Xavius, that creeping corruption has now burst forth, and will engulf all of Azeroth if it is not rooted out at its source.",1520,1452686,1452687,1452699,1452688,2,0,0
777,Assault on Violet Hold,"In the aftermath of the Northrend campaign and the Blue Dragonflight's attack on this Dalaran prison, the Violet Hold was repaired and its cells were repurposed to house some of the most dangerous servants of the Lich King. Now, as Dalaran floats above the Broken Isles as the flagship of the war against the Legion, a shadowy threat once again seeks to strike at Kirin Tor from within.",1544,1498147,1498155,1498159,1498151,0,0,0
786,The Nighthold,"The largest structure in the Broken Isles, and among the grandest in all of Azeroth, the Nighthold stands as a testament to the achievements of the nightborne civilization. Centered around the Nightwell, the fount of arcane power that has sustained Suramar for centuries, these grounds were built as a haven from the worries of the world. But as a felstorm churns above the former temple of Elune across the bay, and Gul'dan himself now resides within the palace's walls, those worries now begin, not end, here.",1530,1450571,1450575,1450577,1450573,4,0,0
800,Court of Stars,"Even as Legion troops patrol the streets, casting a pall over the grand city of Suramar, the socialites of the Nightborne nobility continue to cling to custom and routine. On this clear night, the cry of revelers echoes through the chill air, as the largest mansion in the Noble District opens its doors for a grand gala. Rumor has it that Grand Magistrix Elisande herself may be making an appearance, in an effort to reassure several of her closest allies despite recent turmoil.",1571,1498148,1498156,1498160,1498152,0,1,0
822,Broken Isles,"This area once stood as the cradle of elven civilization, centered around the ancient elven capital of Suramar, until the Sundering tore the land apart. While the power of the Nightwell preserved the city of Suramar, the surrounding lands bear the scars of that catastrophic event. But now Gul'dan has awakened the Tomb of Sargeras, and from the tauren camps in the peaks of Highmountain, to the druidic groves of Val'sharah, to vrykul settlements that dot Stormheim, the Isles live in the shadow of the Legion.",1520,1411842,1411854,1411866,1411848,1,2,0
860,Return to Karazhan,"From the moment of its mysterious creation, the purpose of this dark tower has been intertwined with the history of the Guardians of Tirisfal, once Azeroth's greatest bulwark against the Legion. It is now best known as the home of Medivh, who tragically betrayed Azeroth and brought the unbroken chain of Guardians to an end. This legacy makes Karazhan a place of particular interest for the Legion, who have descended in full force in an effort to open a new front in their war on the denizens of Azeroth.",1651,1537279,1537283,1537287,1537281,0,0,0
861,Trial of Valor,"Since Loken's betrayal, Odyn has been trapped within the Halls of Valor as Helya plots in the shadows to claim the souls of his valarjar champions. In recent days, however, great heroes have arrived in the lands of Stormheim in the Legion's wake. Hoping that their might and determination could tip the scales and end Helya's reign, Odyn summons these champions for a final test.",1648,1537280,1537284,1537288,1537282,3,0,0
875,Tomb of Sargeras,"Aegwynn used this sacred temple of Elune to lock away the defeated Sargeras' avatar. She hoped it would remain dormant, buried deep within the earth, but the lure of power has continued to draw foul entities to this site. When Gul'dan re-entered the tomb, he tore down Aegwynn's wards and opened a doorway for the Legion to invade. Now, the fel army tears at the vault, hoping to reclaim their master's power.",1676,1616104,1616106,1616207,1616105,5,0,0
900,Cathedral of Eternal Night,"The upper chambers of the Tomb of Sargeras were once a place of worship to Elune. Since the Legion's invasion, fel minions have desecrated this holy place, twisting it into their own image. Now, this site will host a battle that could turn the tide of the invasion. While the Armies of Legionfall engage the fel army directly, a small group of heroes infiltrates the upper reaches of the cathedral in a desperate hope to return the Aegis of Aggramar to its resting place.",1677,1616892,1616922,1616925,1616920,0,0,0
945,Seat of the Triumvirate,"Argus was governed from the gleaming halls of the Seat of the Triumvirate--until the eredar struck their unholy bargain with Sargeras. Enraged by Velen's defiant exodus, Kil'jaeden decreed that the Seat should be abandoned as a symbol of an irrelevant past... for the Legion had become their future.

Its once-gleaming halls now fallen into shadow, the Seat radiates a dark power that has drawn those seeking to harness the might of the Void and unleash it upon their enemies.",1753,1718202,1718213,1718526,1718205,0,0,0
946,"Antorus, the Burning Throne","At the core of Argus lies Antorus, the Burning Throne. From this seat of power, Sargeras drives his burning crusade to ravage the cosmos.

Within the Throne's nigh-impenetrable depths, primordial powers are being forged into weapons of utter annihilation. Should these forces rise to serve their master, the final hour will fall upon all of creation.",1712,1718200,1718211,1718524,1718203,6,0,0
959,Invasion Points,"From its stronghold on Argus, the Legion employs a vast array of portals to spread across the cosmos like a plague. Countless worlds have been plundered for resources, their inhabitants forced to serve the Dark Titan or endure a slow, agonizing death.

Unless these worlds can be liberated, the Burning Crusade will consume everything it touches and leave the universe in ashes.",1520,1718201,1718212,1718525,1718204,6,2,0
968,Atal'Dazar,"For millennia, the Zandalari kings were laid to rest within the tombs of Atal'Dazar, secluded high atop the mountain Mugamba. These pyramids grew more elaborate with each passing ruler, as new rooms were constructed to house the deceased's vast wealth. Now, these once pristine halls have been corrupted by the Prophet Zul and his trusted lieutenant, Yazma, who seek to twist the power of these ancient kings for their own dark machinations.",1763,1778888,1778892,1778896,1778890,0,0,0
1001,Freehold,"Freehold has traditionally served as a haven for pirates, scoundrels, and those who wish to live free of Kul Tiran control. Now, the Irontide Raiders have brought the city under their harsh rule and are coercing the various pirate crews under their banner. While the pirates gather, a small group of heroes must infiltrate the town and eliminate their leadership to dissolve this growing alliance of cutthroats.",1754,1778889,1778893,1778897,1778891,0,0,0
1002,Tol Dagor,"Once a highly maintained prison, Tol Dagor has since been purchased and run by the Ashvane Company. Now, it serves as indefinite holding for any who would oppose the Ashvane Trading Company.",1771,2177519,2178276,2178737,2177730,0,0,0
1012,The MOTHERLODE!!,"The Isle of Kezan, rent asunder by the eruption of Mount Kajaro, is now brimming with Azerite in the aftermath of Sargeras' assault on Azeroth. Seeking to make a fortune and stake his claim to the title of Trade Prince, Mogul Razdunk has focused the Venture Company's efforts on weaponizing Azerite and selling it to the highest bidder.",1594,2177517,2178274,2178735,2177728,0,0,0
1021,Waycrest Manor,"Once the palatial estate of the Drustvar's ruling family, Waycrest Manor now serves as the focus of dark rumors since the Lord and Lady inexplicably locked themselves within its halls. Stories of foul rituals, people disappearing in the night, and horrible screams coming from within the home are common among the townsfolk. Amid all these whispers, only one thing is known, something evil has taken root within the Waycrest grounds.",1862,2177521,2178278,2178742,2177732,0,0,0
1022,The Underrot,"Deep within the swamps of Nazmir, a blight grows beneath the surface. Unless this corruption is purged immediately, its influence will spread across the land like a ravenous plague, leaving behind nothing but a festering world.",1841,2177518,2178275,2178736,2177729,0,0,0
1023,Siege of Boralus,"Lady Ashvane has unleashed her fury against the capital city's waning defenses. As Boralus burns, a small group of heroes must quell the rising chaos and put an end to Ashvane's plan to dominate the region.",1822,2177515,2178272,2178733,2177726,0,0,0
1028,Azeroth,"While many of the greatest threats to peace in Azeroth are locked away in ancient vaults or perched atop soaring fortresses, others walk brazenly beneath the open sky. As self-preservation drives the wise to seek shelter from these terrors, glory awaits any brave heroes who wish to test their mettle against the most powerful of foes.",1861,2177522,2178279,2178743,2177733,1,2,0
1030,Temple of Sethraliss,"Centuries ago, Sethraliss, a powerful snake loa, sacrificed herself to stop Mythrax from unleashing his master upon Azeroth. After the battle, her devoted followers transported her remains and built a temple around them while they awaited her rebirth. Now, a dark force stirs within this sacred temple that seeks to twist her power towards nefarious ends.",1877,2177516,2178273,2178734,2177727,0,0,0
1031,Uldir,"Millennia ago, seeking to understand the nature of their eternal foe, the titans constructed this sprawling underground facility to research and quarantine captured specimens. They hoped that by studying the void energy that bound the Old Gods, probing it for weaknesses and reactions, they could find some way to neutralize it. They were horribly, horribly wrong. The facility was sealed away, so that the horrors within would never be unleashed upon Azeroth. But now those seals have broken....",1861,2177520,2178277,2178738,2177731,2,0,0
1036,Shrine of the Storm,"The Shrine of the Storm is a seat of power for both House Stormsong and the tidesages alike. Here, blessings upon the fleet are performed to ensure that the Kul Tiran fleet knows no equals in combat. Yet, a dark force has corrupted these sacred ground and threatens to steal control of the Kul Tiran Fleet forever.",1864,2177514,2178271,2178732,2177725,0,0,0
1041,Kings' Rest,"Few places in Zandalar are more sacred than Kings' Rest. Every king, conqueror, or tyrant who has held control of the Zandalari empire is housed within this great city of the dead to protect and honor not only their bodies, but also their spirits.

Entry has historically been restricted solely to the Zandalari priesthood and royalty, but as Zul's dark magic winds its way through the tomb you must venture inside and put an end to the darkness that has found purchase there.",1762,2177512,2178269,2178730,2177723,0,0,0
1176,Battle of Dazar'alor,"For ages untold, Dazar'alor has stood at the center of the great and powerful Zandalari empire. Its guards have thwarted numerous attempts on King Rastakhan's life, and it has endured trials both ancient and new. But as war reaches the shores of Zuldazar, the Alliance embarks on a daring gambit to besiege the golden pyramid and sever the Zandalari's bond to the Horde.",2070,2482731,2482729,2482693,2482732,3,0,0
1177,Crucible of Storms,"A long-submerged evil stirs beneath the Shrine of the Storm. The whispers that drove Lord Stormsong to madness echo within the depths, a siren song of eldritch power. Those who listen and obey prepare dark rituals to carry out their master's will. Whatever nightmarish schemes fuel their fanatical devotion, one thing is certain: they must be stopped.",2096,2498192,2498193,2498195,2498194,4,0,0
1178,Operation: Mechagon,"Prince Erazmin leads a group of unlikely allies on a desperate mission into the heart of Mechagon. In a race against time, they must overcome King Mechagon's army of mechanized monstrosities and defeat the mad genius before his doomsday device purges all organic life from Azeroth.",2097,3025319,3025325,3025336,3025327,0,0,0
1179,The Eternal Palace,"Ten thousand years ago, as the seas engulfed Zin-Azshari, Queen Azshara forged a dark bargain with N'Zoth that transformed her loyal subjects into the sinister naga. Through millennia of brutal conquest, Azshara has built a new empire from the ruins of the old and now holds dominion over the depths that once threatened to claim her. Ever the gracious host, she has invited the Alliance and Horde alike into her eternal palace to witness her glorious ascension... and their ultimate demise.",2164,3025318,3025320,3025335,3025326,5,0,0
1180,"Ny'alotha, the Waking City","Ny'alotha, the Sleeping City, has awakened. Under N'Zoth's command, the armies of the Black Empire threaten to engulf the world and reshape it according to their master's vision. Only one hope remains: using the repaired titan forges to eradicate the Corruptor once and for all. But in order to target N'Zoth with the forges' power, the champions of Azeroth must venture deep into the horrific realm for one final confrontation against the Old God.",2217,3221462,3221463,3221466,3221464,6,0,0
1182,The Necrotic Wake,"In an unthinkable act of treachery, forces from Maldraxxus, the realm charged with defending the Shadowlands, have invaded the Temple of Courage. They have pillaged anima and taken slaughtered kyrian to fuel their dark practices. If left unchecked, the necrotic forces of the necropolis Zolramas will pillage Bastion leaving destruction in their wake.",2286,3759900,3759910,3759930,3759920,0,0,0
1183,Plaguefall,"Underneath the ruined House of Plagues, lies one of the most destructive forces Maldraxxus has ever known. Those who covet this power search the plague-ridden debris in a race to claim this weapon for themselves. Whoever captures this prize will hold the fate of the Shadowlands in their clutches.",2289,3759901,3759911,3759931,3759921,0,0,0
1184,Mists of Tirna Scithe,"The lush grove called Tirna Scithe has ever been diligently protected by the fae folk, for it is a sacred place said to hold ancient secrets. Legends warn that an unwary traveler might find themselves lost for an eternity wandering its countless mist-shrouded paths. But as drought depletes the forests of Ardenweald, enemies seek to plunder the grove's potent magic. Even the realm's native denizens are driven by hunger and desperation to consume that which the Winter Queen holds most dear.",2290,3759899,3759909,3759929,3759919,0,0,0
1185,Halls of Atonement,"Under the Accuser, the Halls of Atonement were a tribute to Revendreth's mission. While the halls rang with suffering and sin, it was all directed to redeeming the souls and keeping them from falling into the Maw. But the recently promoted Lord Chamberlain has bent the hall's purpose to selfish reaping of anima, often to the point of leaving souls unable to be redeemed. Someone will have to put an end to the depravity that has grown within these walls.",2287,3759898,3759908,3759928,3759918,0,0,0
1186,Spires of Ascension,"Floating among the clouds and representing the pinnacle of kyrian ideals, the Spires of Ascension is the Archon's seat of power. Unquestioned and unchallenged for countless eons, the ruler of Bastion has always embodied the virtues of duty and service. But with drought and instability causing fractures in the belief system of the Ascended, the Archon's reign faces an unimaginable peril as one of her most trusted followers falls under the sway of the darkest of evils.",2285,3759903,3759913,3759933,3759923,0,0,0
1187,Theater of Pain,"In Maldraxxus you must constantly be tested and measured as the best to defend the Shadowlands. The best place to prove yourself is the Theater of Pain. Throngs of contenders face off for the hope of facing one of the champions. Brutality! Mayhem! Violence! And of course Pain! Only the strongest become champions of their house, and only one can be the strongest.",2293,3759904,3759914,3759934,3759924,0,0,0
1188,De Other Side,"Bwonsamdi has kept a secret place in the Shadowlands he refers to as De Other Side. When the dead started funneling into the Maw, Bwonsamdi hid several souls in his little domain, keeping his troll followers safe. But this broke an old deal with Mueh'zala and now the ancient loa has come to harvest those souls and destroy their caretaker. Bwonsamdi will need help collecting on some of his other dealings if he is to survive this onslaught and protect the souls within.",2291,3759905,3759915,3759935,3759925,0,0,0
1189,Sanguine Depths,"Far below Castle Nathria lies the Sanguine Depths, a prison created to house Sire Denathrius's most intriguing dissidents. Prisoners here are kept for eons, drained of their anima for research and study. The Sinfall resistance knows of a particular prisoner here that could help tip the balance of their fight with Sire Denathrius to their favor, and have asked for assistance in extracting them.",2284,3759902,3759912,3759932,3759922,0,0,0
1190,Castle Nathria,"Long has Sire Denathrius ruled the denizens of Revendreth as they harvested anima from prideful souls. But as drought and fear gripped the Shadowlands, Denathrius revealed his true loyalties. In defiance of his former Master, the noble Prince Renathal gathers his few remaining allies for a desperate mission to infiltrate Castle Nathria and remove Denathrius from power.",2296,3759896,3759906,3759926,3759916,2,0,0
1192,Shadowlands,"The Shadowlands are the lands beyond the mortal realm of Azeroth, where the souls of the dead travel to upon passing. The Arbiter, a being of great power, once guided these souls to one of many different afterlives. Now, all souls are being sent to the Maw, a place of eternal torment. The denizens of the Shadowlands, from the peaceful Kyrians of Bastion and the Night Fae of Ardenweald to the cunning Venthyr of Revendreth and warlike Necrolords of Maldraxxus, must now come together to stem the flow of souls.",2559,3850568,3850569,3850571,3850570,1,2,0
1193,Sanctum of Domination,"For eons the Jailer was bound within The Maw. Now, his endless armies gather as he expands its boundaries to consume Oribos. In the face of annihilation, Bolvar marshals his last remaining allies to charge into the heart of Torghast and confront the Jailer where he is most powerful.",2450,4182018,4182020,4181530,4182023,3,0,0
1194,"Tazavesh, the Veiled Market",The ruthless cartel boss So'leah means to conduct a heist that spans the realms in order to claim Progenitor secrets. Her only opposition is the disgraced broker Al'dalil and his ragtag crew who must navigate the mysterious Veiled Market and stop So'leah before she claims this forbidden power.,2441,4182019,4182022,4181531,4182024,0,0,0
1195,Sepulcher of the First Ones,"The Jailer has breached the Sepulcher, the mysterious heart of the Shadowlands. Should he control its primordial power, he will reshape the cosmos with Death at the fore. As Zovaal prepares to dominate reality, champions of Azeroth charge forth to stop him. Will their resolve outmatch his?",2481,4423751,4423752,4423750,4425895,4,0,0
